,SMILES_raw,Phenotype,Permeability,status_pampa,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
37,CN1C2=C(C3=C1C(=O)N(N=C3)CC4=CC=CC=C4F)SC(=C2)C=O,High,270.0,1,Cn1c2cc(C=O)sc2c2cnn(Cc3ccccc3F)c(=O)c21,WZZCTWMITOXLPX-UHFFFAOYSA-N,WZZCTWMITOXLPX
38,C1CC(OC1)CN2C=NC3=C(C2=N)C(=C(N3CCC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6,High,269.0,1,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(CCc3ccccc3)c2ncn1CC1CCCO1,AODNEAOHAZSRSP-UHFFFAOYSA-N,AODNEAOHAZSRSP
39,COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC4=CC=CC=C4C=C3,High,266.0,1,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,MNHDKMDLOJSCGN-UHFFFAOYSA-N,MNHDKMDLOJSCGN
40,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=CC5=CC=CC=C54,High,265.0,1,Cn1nnnc1Sc1ncnc2scc(-c3cccc4ccccc34)c12,IJEUXOPSDMCMRX-UHFFFAOYSA-N,IJEUXOPSDMCMRX
41,C1=CC=C(C=C1)CN2C(=C(C3=C2N=CN(C3=N)CCCCO)C4=CC=CC=C4)C5=CC=CC=C5,High,259.0,1,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCCCO,KTFBLDDBYQUTCL-UHFFFAOYSA-N,KTFBLDDBYQUTCL
42,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,High,259.0,1,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LIRYPHYGHXZJBZ
43,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C,High,256.0,1,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,WVUNYSQLFKLYNI-UHFFFAOYSA-N,WVUNYSQLFKLYNI
44,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(C3=CC4=C(C5CCN4CC5)N=C3S2)N,High,255.0,1,CCOC(=O)c1ccc(NC(=O)c2sc3nc4c(cc3c2N)N2CCC4CC2)cc1,PEWHPHIJNNDLKF-UHFFFAOYSA-N,PEWHPHIJNNDLKF
45,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,High,253.0,1,CNCCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,PHVGLTMQBUFIQQ
46,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=CS4,High,244.0,1,Cn1nnnc1Sc1ncnc2scc(-c3cccs3)c12,FXAAMSINVBCCQT-UHFFFAOYSA-N,FXAAMSINVBCCQT
47,C[C@@H](C1=CC=CC=C1)SC2=NC3=C(C(=N2)N[C@H](CC(C)C)CO)SC(=N3)N,High,244.0,1,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2nc(N)sc12,ZMQSLMZOWVGBSM-GXTWGEPZSA-N,ZMQSLMZOWVGBSM
48,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)N)C=N2,High,242.0,1,NC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,TUOPYHXZFQELHH-UHFFFAOYSA-N,TUOPYHXZFQELHH
49,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC5=C(C=C4)OCO5,High,240.0,1,Cn1nnnc1Sc1ncnc2scc(-c3ccc4c(c3)OCO4)c12,TTWDAOGBFIRZMA-UHFFFAOYSA-N,TTWDAOGBFIRZMA
50,COC(CN1C=NC2=C(C1=N)C(=C(N2CCC3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)OC,High,236.0,1,COC(Cn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2CCc2ccccc2)c1=N)OC,VQBNAGNDGUTFER-UHFFFAOYSA-N,VQBNAGNDGUTFER
51,CNC1CCC(CC1)N(CC2=CC(=C(C=C2)OC)C3=CC=C(C=C3)C#N)C(=O)C4=C(C5=CC=CC=C5S4)Cl,High,234.0,1,CNC1CCC(N(Cc2ccc(OC)c(-c3ccc(C#N)cc3)c2)C(=O)c2sc3ccccc3c2Cl)CC1,TUEJIDNHDMASIC-UHFFFAOYSA-N,TUEJIDNHDMASIC
52,C1CN(CCC1N2C=NC3=C(C2=N)C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)CC7=CC=CC=C7,High,233.0,1,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1C1CCN(Cc2ccccc2)CC1,QSESVSCDAIZBHL-UHFFFAOYSA-N,QSESVSCDAIZBHL
53,COCCN1C=NC2=C(C1=N)C(=C(N2CC3=CC=C(C=C3)OC)C4=CC=CC=C4)C5=CC=CC=C5,High,231.0,1,COCCn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2Cc2ccc(OC)cc2)c1=N,NQOPYWGRGWIJIM-UHFFFAOYSA-N,NQOPYWGRGWIJIM
54,CCOC(CCCN1C=NC2=C(C1=N)C(=C(N2CC3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)OCC,High,228.0,1,CCOC(CCCn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2Cc2ccccc2)c1=N)OCC,PDSMFVHSAAEVQG-UHFFFAOYSA-N,PDSMFVHSAAEVQG
55,CC(C)CNC1=NC(=NC=C1)NCC2=CSC(=N2)C3=CC=CC=C3,High,228.0,1,CC(C)CNc1ccnc(NCc2csc(-c3ccccc3)n2)n1,DGRJOOOHPBSAHD-UHFFFAOYSA-N,DGRJOOOHPBSAHD
56,C1=CC=C(C=C1)CN2C=C(C3=C2N=CN(C3=N)CC4=CC=CO4)C5=CC=CC=C5,High,226.0,1,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1Cc1ccco1,YNVACCOOLJSYOL-UHFFFAOYSA-N,YNVACCOOLJSYOL
57,CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5,High,226.0,1,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,GKHIVNAUVKXIIY-UHFFFAOYSA-N,GKHIVNAUVKXIIY
58,CC1=CC(=CC=C1)C2=CSC3=C2C(=NC=N3)SC4=NN=NN4C,High,225.0,1,Cc1cccc(-c2csc3ncnc(Sc4nnnn4C)c23)c1,JVJHLZGDUGMTEO-UHFFFAOYSA-N,JVJHLZGDUGMTEO
59,C1=CC=C(C=C1)CN2C(=C(C3=C2N=CN(C3=N)CCO)C4=CC=CC=C4)C5=CC=CC=C5,High,223.0,1,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCO,QTIHLJJOEVXLFE-UHFFFAOYSA-N,QTIHLJJOEVXLFE
60,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC,High,220.0,1,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,SNHCRNMVYDHVDT-UHFFFAOYSA-N,SNHCRNMVYDHVDT
61,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC(=CC=C4)OC,High,219.0,1,COc1cccc(-c2csc3ncnc(Sc4nnnn4C)c23)c1,HTGWZEXCLHOICY-UHFFFAOYSA-N,HTGWZEXCLHOICY
62,C1=CC=C(C=C1)CCN2C(=C(C3=C2N=CN(C3=N)CCCCO)C4=CC=CC=C4)C5=CC=CC=C5,High,218.0,1,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(CCc3ccccc3)c2ncn1CCCCO,QVWKCHUPLIHDIM-UHFFFAOYSA-N,QVWKCHUPLIHDIM
63,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,High,217.0,1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-N,LNEPOXFFQSENCJ
64,C1CC(CCC1N2C=NC3=C(C2=N)C(=CN3CC4=CC=CC=C4)C5=CC=CC=C5)O,High,217.0,1,N=c1c2c(-c3ccccc3)cn(Cc3ccccc3)c2ncn1C1CCC(O)CC1,JBXSXNCFLVMCPD-UHFFFAOYSA-N,JBXSXNCFLVMCPD
65,CC1=CC(=C(C=C1)OC)NC2=C3CCCC3=NC4=CC=CC=C42,High,214.73,1,COc1ccc(C)cc1Nc1c2c(nc3ccccc13)CCC2,GOQCYAVABDHTNR-UHFFFAOYSA-N,GOQCYAVABDHTNR
66,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC(=C(C=C5)Cl)C(F)(F)F)N,High,213.0,1,Nc1c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)sc2nc3c(cc12)N1CCC3CC1,KLHNCJBQJMQVFV-UHFFFAOYSA-N,KLHNCJBQJMQVFV
67,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)NC)F)C4=CC5=C(C=C4)N=CC=C5,High,210.0,1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,WVXNSAVVKYZVOE-UHFFFAOYSA-N,WVXNSAVVKYZVOE
68,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,High,209.0,1,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ
69,CC1=NC(=CC=C1)C#CC2=CC(=CC(=C2)F)C#N,High,209.0,1,Cc1cccc(C#Cc2cc(F)cc(C#N)c2)n1,ZGEXQIMQZVRTDZ-UHFFFAOYSA-N,ZGEXQIMQZVRTDZ
70,C1=CC=C(C=C1)C2=CN(C3=C2C(=N)N(C=N3)CCCCO)CC4=CC=C(C=C4)Br,High,208.0,1,N=c1c2c(-c3ccccc3)cn(Cc3ccc(Br)cc3)c2ncn1CCCCO,GGIQNGFKHWECSM-UHFFFAOYSA-N,GGIQNGFKHWECSM
71,C1CC(OC1)CN2C=NC3=C(C2=N)C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6,High,207.0,1,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CC1CCCO1,GXCHOLNGMLYCRT-UHFFFAOYSA-N,GXCHOLNGMLYCRT
72,C1CN(CCC1CC2=CC=C(C=C2)F)C(=O)C(=O)NC3=CC4=C(C=C3)NC(=O)O4,High,207.0,1,O=C(Nc1ccc2[nH]c(=O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,GKGRZLGAQZPEHO-UHFFFAOYSA-N,GKGRZLGAQZPEHO
73,C1COCCC1(CNC(=O)C2=C(N=CC=C2)SC3=CC=CC=C3)N4CCN(CC4)C5=CC=CC=C5,High,207.0,1,O=C(NCC1(N2CCN(c3ccccc3)CC2)CCOCC1)c1cccnc1Sc1ccccc1,XREFXUCWSYMIOG-UHFFFAOYSA-N,XREFXUCWSYMIOG
74,COC1=CC=C(C=C1)CN2C(=C(C3=C2N=CN(C3=N)CCCCCO)C4=CC=CC=C4)C5=CC=CC=C5,High,206.0,1,COc1ccc(Cn2c(-c3ccccc3)c(-c3ccccc3)c3c(=N)n(CCCCCO)cnc32)cc1,AFHOZJDMBDPAGM-UHFFFAOYSA-N,AFHOZJDMBDPAGM
75,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)CC(=O)NCC3=CN=C(C=C3)OCC(F)(F)F,High,204.0,1,Cc1onc(-c2c(Cl)cccc2Cl)c1CC(=O)NCc1ccc(OCC(F)(F)F)nc1,SOEIDCOJJGHLKZ-UHFFFAOYSA-N,SOEIDCOJJGHLKZ
76,C1=CC=C(C=C1)CN2C(=C(C3=C2N=CN(C3=N)CCCCCO)C4=CC=CC=C4)C5=CC=CC=C5,High,203.0,1,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCCCCO,XYWGUPKDZFRAEZ-UHFFFAOYSA-N,XYWGUPKDZFRAEZ
77,CC[C@@H](C1=CC(=C(C=C1)F)F)N2C(=C(NC2=S)C3=CC=NO3)C(=O)OC,High,195.0,1,CC[C@@H](c1ccc(F)c(F)c1)n1c(C(=O)OC)c(-c2ccno2)[nH]c1=S,SYARXICKXVXWNA-LBPRGKRZSA-N,SYARXICKXVXWNA
78,C1CC2=C(C=NN2)C3=C(C1)SC(=N3)NC4=CC=CC=N4,High,194.0,1,c1ccc(Nc2nc3c(s2)CCCc2[nH]ncc2-3)nc1,DBISXWCOHGUFSF-UHFFFAOYSA-N,DBISXWCOHGUFSF
79,CC1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C,High,192.0,1,Cc1ccc(-n2c(C)cc(-c3nnc4n3CCCCC4)c2C)cc1,QKPPIMNVHFZLLI-UHFFFAOYSA-N,QKPPIMNVHFZLLI
80,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C.Cl,High,189.0,1,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)[C@H]2SC1(C)C,NPGNOVNWUSPMDP-VMBOVVBDSA-N,NPGNOVNWUSPMDP
81,COC(CN1C=NC2=C(C1=N)C(=C(N2CC3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)OC,High,189.0,1,COC(Cn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2Cc2ccccc2)c1=N)OC,FNGOAYBTWAXPAN-UHFFFAOYSA-N,FNGOAYBTWAXPAN
82,CCC(=O)C1=C(N(N2C=NN=C2S1)C(=O)CC)C3=CC=C(C=C3)F,High,188.6,1,CCC(=O)C1=C(c2ccc(F)cc2)N(C(=O)CC)n2cnnc2S1,ICXZCPYJXARILC-UHFFFAOYSA-N,ICXZCPYJXARILC
83,CCCCC/C=C/C(=O)CCC1=CC(=C(C=C1)O)OC,High,187.0,1,CCCCC=CCC(=O)CCc1ccc(O)c(OC)c1,LVCXAKWFQYYXLU-UHFFFAOYSA-N,LVCXAKWFQYYXLU
84,C1=CC=C(C=C1)CCN2C(=C(C3=C2N=CN(C3=N)CCCCCO)C4=CC=CC=C4)C5=CC=CC=C5,High,183.0,1,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(CCc3ccccc3)c2ncn1CCCCCO,CMAMUPAPMZCSJO-UHFFFAOYSA-N,CMAMUPAPMZCSJO
