,SMILES_raw,status_bbb,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
73,NC(CO)C(=O)NNCC1=CC=C(C(=C1O)O)O,0,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,BNQDCRGUHNALGH-UHFFFAOYSA-N,BNQDCRGUHNALGH
74,CC(C)C1=CC=CC=C1OCC2=NCCN2,0,CC(C)c1ccccc1OCC1=NCCN1,GFYSWQDCHLWRMQ-UHFFFAOYSA-N,GFYSWQDCHLWRMQ
75,CC(CN(C)C)OC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)Cl,0,CC(CN(C)C)OC(C)(c1ccccc1)c1ccc(Cl)cc1,WILANEPAIMJUCP-UHFFFAOYSA-N,WILANEPAIMJUCP
76,CN1C(=O)N(C)C=2N=CN(C2C1=O)CCNCC(O)C3=CC=C(C(=C3)O)O,0,Cn1c(=O)c2c(ncn2CCNCC(O)c2ccc(O)c(O)c2)n(C)c1=O,WMCMJIGLYZDKRN-UHFFFAOYSA-N,WMCMJIGLYZDKRN
77,CC(C)C1=CC=C(C=C1OCC2=NCCN2)C,0,Cc1ccc(C(C)C)c(OCC2=NCCN2)c1,QRORCRWSRPKEHR-UHFFFAOYSA-N,QRORCRWSRPKEHR
78,CC(C)(C)NCC(O)C1=CC=C(C(=C1)NC(N)=O)O,0,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,KEMXXQOFIRIICG-UHFFFAOYSA-N,KEMXXQOFIRIICG
79,CNCC(O)C1=CC=CC(=C1)OC(=O)C(C)(C)C,0,CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1,DQCAWJLMFJKICG-UHFFFAOYSA-N,DQCAWJLMFJKICG
80,C[N+]1(C)CCCCC1COC(=O)C(O)(C2=CC=CC=C2)C3=CC=CC=C3,0,C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,UHUMRJKDOOEQIG-UHFFFAOYSA-N,UHUMRJKDOOEQIG
81,CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C2=CC=CC=C2,0,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,JEJBJBKVPOWOQK-UHFFFAOYSA-N,JEJBJBKVPOWOQK
82,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)C2=CC=CC=C2,0,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,WSWDKMFWJOALEW-UHFFFAOYSA-N,WSWDKMFWJOALEW
83,C[N+]1(CCCS([O-])(=O)=O)C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,0,C[N+]1(CCCS(=O)(=O)O)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,PIWAVOGXKRZQCB-UHFFFAOYSA-O,PIWAVOGXKRZQCB
84,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)[N+]([O-])=O)O)O,0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,MIQPIUSUKVNLNT-UHFFFAOYSA-N,MIQPIUSUKVNLNT
85,CNC1C(O)C2OC(OC3C(N)CC(N)C(O)C3O)C(N)CC2OC1OC4OC(CO)C(N)C(O)C4O,0,CNC1C(OC2OC(CO)C(N)C(O)C2O)OC2CC(N)C(OC3C(N)CC(N)C(O)C3O)OC2C1O,XZNUGFQTQHRASN-UHFFFAOYSA-N,XZNUGFQTQHRASN
86,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC3OC(CO)C(O)C(N)C3O,0,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,MKKYBZZTJQGVCD-UHFFFAOYSA-N,MKKYBZZTJQGVCD
87,COC1C(O)C(N)C(OC2OC(CCC2N)C(C)N)C(O)C1N(C)C(=O)CN,0,COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CN,BIDUPMYXGFNAEJ-UHFFFAOYSA-N,BIDUPMYXGFNAEJ
88,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC3OC(CO)C(O)C(N)C3O,0,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,OCFOTEIMZBKQFS-UHFFFAOYSA-N,OCFOTEIMZBKQFS
89,CCCC1CC(N(C)C1)C(=O)NC(C(C)Cl)C2OC(SC)C(OP(O)(O)=O)C(O)C2O,0,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,UFUVLHLTWXBHGZ-UHFFFAOYSA-N,UFUVLHLTWXBHGZ
90,NCC1CCC(N)C(O1)OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O,0,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,JJCQSGDBDPYCEO-UHFFFAOYSA-N,JJCQSGDBDPYCEO
